205,164.64,0.21
206,244.36,0.29
207,171.20,0.22
208,3.25,0.00
209,206.43,0.22
210,876.93,0.67
211,165.50,0.22
212,192.03,0.24
213,17.91,0.02
214,13.32,0.02
215,1.39,0.00
216,85.64,0.11
217,335.29,0.22
218,53.54,0.06
219,50.89,0.07
220,106.31,0.14
221,163.48,0.10
222,1.01,0.00
223,392.78,0.43
224,408.43,0.44
225,195.92,0.25
226,0.24,0.00
227,21.68,0.03
228,165.50,0.22
229,30.41,0.04
230,200.18,0.17
231,164.88,0.21
232,0.12,0.00
233,203.73,0.21
234,132.20,0.18
235,10.14,0.01
236,4.35,0.01
237,94.14,0.13
238,132.20,0.18
239,42.73,0.06
240,46.96,0.06
241,0.18,0.00
242,0.70,0.00
243,190.87,0.24
244,10417.13,1.71
245,3.86,0.01
246,80.96,0.09
247,0.10,0.00
248,10.26,0.01
249,1.42,0.00
250,24.11,0.03
251,12.59,0.02
252,167.47,0.08
253,46.27,0.06
254,559.10,0.25
255,200.93,0.24
256,876.93,0.67
257,34.05,0.05
258,204.87,0.26
259,4.62,0.01
260,0.07,0.00
261,167.57,0.21
262,122.91,0.14
263,186.74,0.18
264,165.50,0.22
265,3.27,0.00
266,163.42,0.21
267,35.21,0.05
268,209.40,0.25
269,0.51,0.00
270,29.04,0.04
271,9.69,0.01
272,9.15,0.01
273,250.14,0.21
274,278.34,0.17
275,665.00,0.89
276,266.49,0.18
277,559.14,0.31
278,272.98,0.34
279,111.19,0.13
280,625.10,0.34
281,0.29,0.00
282,23.03,0.03
283,30.40,0.03
284,245.72,0.28
285,3.14,0.00
286,6489.39,1.41
287,6489.39,1.41
288,3.14,0.00
289,250.78,0.31
290,307.80,0.29
291,0.14,0.00
292,7543.89,1.51
293,78.50,0.10
294,99.67,0.13
295,171.20,0.22
296,249.56,0.30
297,14.37,0.02
298,20.58,0.03
299,88.95,0.12
300,87.14,0.11
301,58.00,0.08
302,275.90,0.33
303,171.86,0.06
304,31.72,0.04
305,665.00,0.89
306,6489.39,1.41
307,7321.89,1.49
308,6489.39,1.41
309,74.75,0.10
310,88.97,0.12
311,91.77,0.12
312,10.18,0.01
313,346.06,0.22
314,7488.39,1.50
315,64.10,0.07
316,9.04,0.01
317,307.80,0.29
318,6489.39,1.41
319,56.88,0.06
320,0.13,0.00
321,46.19,0.06
322,167.47,0.08
323,53.09,0.07
324,506.77,0.44
325,364.70,0.41
326,250.14,0.21
327,364.70,0.41
328,141.17,0.08
329,23.25,0.03
330,57.01,0.07
331,186.74,0.18
332,64.10,0.07
333,346.06,0.22
334,9.92,0.01
335,29.63,0.04
336,10417.13,1.71
337,142.23,0.16
338,695.85,0.51
339,4.62,0.01
340,111.19,0.13
341,15.85,0.02
342,141.17,0.08
343,80.96,0.09
344,15.35,0.02
345,97.27,0.12
346,113.76,0.15
347,1094.31,0.74
348,876.93,0.67
349,693.75,0.38
350,3.42,0.00
351,42.64,0.05
352,41.65,0.04
353,2425.13,0.89
354,1039.76,0.53
355,1.39,0.00
356,10417.13,1.71
357,665.00,0.89
358,166.23,0.21
359,9.68,0.01
360,161.73,0.17
361,34.37,0.04
362,10417.13,1.71
363,695.85,0.51
364,132.28,0.16
365,162.15,0.20
366,4.35,0.01
367,639.85,0.53
368,132.20,0.18
369,688.47,0.45
370,30.40,0.03
371,9.37,0.01
372,851.10,0.66
373,770.30,0.62
374,4.33,0.01
375,203.73,0.21
376,206.12,0.25
377,7.25,0.01
378,50.97,0.07
379,777.72,0.63
380,1066.56,0.73
381,783.64,0.63
382,28.69,0.03
383,4.57,0.01
384,149.33,0.14
385,0.26,0.00
386,14.43,0.02
387,50.89,0.07
388,4.33,0.01
389,48.21,0.06
390,826.16,0.65
391,9.31,0.01
392,1039.76,0.53
393,167.32,0.21
394,688.47,0.45
395,478.97,0.24
396,478.97,0.24
397,624.27,0.52
398,60.77,0.08
399,148.90,0.07
400,28.69,0.03
401,305.70,0.31
402,625.10,0.34
403,50.86,0.07
404,11.89,0.02
405,250.27,0.19
406,68.39,0.08
407,5490.39,1.38
408,168.13,0.21
409,1.77,0.00
410,209.26,0.26
411,32.07,0.04
412,89.06,0.12
413,7321.89,1.49
414,243.66,0.26
415,44.87,0.06
416,164.36,0.20
417,28.39,0.03
418,44.87,0.06
419,3.86,0.01
420,2.90,0.00
421,160.46,0.20
422,1.42,0.00
423,100.66,0.11
424,32.07,0.04
425,212.82,0.27
426,209.82,0.26
427,92.04,0.11
428,60.81,0.08
429,119.18,0.14
430,9.21,0.01
431,12.27,0.02
432,203.41,0.26
433,88.01,0.11
434,212.82,0.27
435,13.85,0.02
436,38.88,0.05
437,876.93,0.67
438,31.45,0.04
439,18.17,0.02
440,40.13,0.04
441,103.96,0.10
442,167.58,0.12
443,158.48,0.20
444,28.80,0.03
445,10.10,0.01
446,13.96,0.02
447,16.44,0.02
448,691.33,0.22
449,19.47,0.03
450,861.67,0.55
451,138.52,0.09
452,4.40,0.01
453,665.00,0.89
454,62.36,0.08
455,1.22,0.00
456,82.38,0.11
457,1148.79,0.78
458,206.03,0.26
459,246.95,0.29
460,826.16,0.65
461,286.68,0.21
462,26.67,0.04
463,194.09,0.22
464,478.97,0.24
465,209.40,0.25
466,386.37,0.42
467,0.66,0.00
468,60.45,0.08
469,333.99,0.32
470,0.29,0.00
471,8.18,0.01
472,132.28,0.16
473,3.42,0.00
474,608.12,0.46
475,151.64,0.19
476,333.99,0.32
477,246.14,0.29
478,236.83,0.28
479,85.64,0.11
480,176.30,0.13
481,46.07,0.06
482,21.94,0.03
483,127.67,0.08
484,7488.39,1.50
485,222.07,0.15
486,608.12,0.46
487,31.54,0.04
488,127.67,0.08
489,559.14,0.31
490,9.91,0.01
491,68.05,0.09
492,13.82,0.02
493,618.88,0.52
494,603.84,0.29
495,166.66,0.21
496,222.07,0.15
497,17.22,0.02
498,138.52,0.09
499,166.66,0.21
500,15.77,0.02
501,32.02,0.04
502,603.84,0.29
503,245.30,0.29
504,36.93,0.04
505,176.30,0.13
506,167.58,0.12
507,358.86,0.41
508,171.86,0.06
509,110.00,0.15
510,237.28,0.22
511,105.03,0.14
512,0.18,0.00
513,92.43,0.08
514,861.67,0.55
515,38.79,0.05
516,250.27,0.19
517,100.43,0.08
518,20.95,0.03
519,1.01,0.00
520,1130.03,0.44
521,55.07,0.07
522,1.95,0.00
523,17.12,0.02
524,199.63,0.25
525,6489.39,1.41
526,236.73,0.18
527,595.76,0.42
528,9.30,0.01
529,209.26,0.26
530,100.43,0.08
531,14.13,0.02
532,16.00,0.02
533,0.70,0.00
534,1.77,0.00
535,494.93,0.25
536,134.60,0.17
537,252.07,0.15
538,94.14,0.13
539,4.72,0.01
540,148.90,0.07
541,100.66,0.11
542,28.19,0.04
543,124.43,0.13
544,30.41,0.04
545,197.83,0.24
546,34.37,0.04
547,408.43,0.44
548,53.14,0.06
549,11.48,0.02
550,10417.13,1.71
551,97.27,0.12
552,237.68,0.28
553,11.21,0.01
554,9.40,0.01
555,876.93,0.67
556,4.72,0.01
557,34.05,0.05
558,18.89,0.02
559,41.18,0.05
560,149.33,0.14
561,57.26,0.05
562,0.09,0.00
563,9.63,0.01
564,0.73,0.00
565,10417.13,1.71
566,346.36,0.40
567,114.24,0.15
568,15.77,0.02
569,11.79,0.02
570,144.65,0.13
571,16.63,0.02
572,55.63,0.07
573,538.03,0.41
574,358.86,0.41
575,30.82,0.04
576,114.55,0.15
577,506.77,0.44
578,44.09,0.06
579,1058.60,0.26
580,252.07,0.15
581,876.93,0.67
582,221.00,0.29
583,4.20,0.01
584,42.66,0.06
585,11.05,0.01
586,199.63,0.25
587,41.65,0.04
588,42.64,0.05
589,2.52,0.00
590,12.82,0.02
591,48.76,0.06
592,15.85,0.02
593,10417.13,1.71
594,18.10,0.02
595,7.66,0.01
596,8.48,0.01
597,73.03,0.10
598,15.06,0.02
599,2.90,0.00
600,221.00,0.29
601,28.92,0.03
602,40.13,0.04
603,265.83,0.26
604,1130.03,0.44
605,9.20,0.01
606,100.77,0.13
607,201.20,0.15
608,165.50,0.22
609,167.57,0.21
610,103.96,0.10
611,332.00,0.44
612,343.47,0.08
613,101.30,0.11
614,158.10,0.20
615,166.40,0.12
616,750.93,0.62
617,265.83,0.26
618,809.66,0.65
619,29.96,0.04
620,10417.13,1.71
621,32.02,0.04
622,10417.13,1.71
623,876.93,0.67
624,0.10,0.00
625,84.67,0.06
626,10417.13,1.71
627,0.28,0.00
628,1171.25,0.70
629,3.33,0.00
630,142.07,0.18
631,252.07,0.28
632,94.26,0.11
633,204.04,0.13
634,1.95,0.00
635,314.69,0.31
636,0.62,0.00
637,0.62,0.00
638,122.36,0.16
639,92.43,0.08
640,30.39,0.04
641,167.14,0.12
642,6489.39,1.41
643,132.20,0.18
644,332.00,0.44
645,715.95,0.38
646,45.09,0.06
647,60.74,0.08
648,24.54,0.03
649,13.01,0.02
650,494.93,0.25
651,110.00,0.15
652,132.20,0.18
653,190.87,0.24
654,25.46,0.03
655,0.89,0.00
656,13.01,0.02
657,4.09,0.00
658,188.88,0.24
659,203.81,0.26
660,197.83,0.24
661,5422.13,1.13
662,673.76,0.32
663,18.76,0.02
664,27.86,0.04
665,788.75,0.63
666,673.76,0.32
667,90.58,0.12
668,1137.95,0.69
669,60.56,0.08
670,231.85,0.27
671,33.63,0.04
672,56.88,0.06
673,196.08,0.16
674,6489.39,1.41
675,555.57,0.47
676,196.08,0.16
677,1.83,0.00
678,268.87,0.29
679,132.20,0.18
680,266.49,0.18
681,815.39,0.65
682,37.29,0.05
683,693.75,0.38
684,157.58,0.20
685,1066.56,0.73
686,192.08,0.21
687,791.41,0.63
688,161.73,0.17
689,68.45,0.09
690,78.01,0.10
691,28.39,0.03
692,154.45,0.09
693,37.63,0.05
694,250.64,0.24
695,124.43,0.13
696,796.97,0.63
697,526.14,0.41
698,57.26,0.05
699,268.87,0.29
700,160.46,0.20
701,154.45,0.09
702,163.55,0.20
703,8.50,0.01
704,9.67,0.01
705,48.13,0.06
706,246.95,0.29
707,571.53,0.38
708,9.92,0.01
709,9.91,0.01
710,109.34,0.06
711,665.00,0.89
712,84.67,0.06
713,9.84,0.01
714,200.18,0.17
715,40.30,0.05
716,12.73,0.02
717,9.30,0.01
718,13.73,0.02
719,0.07,0.00
720,143.87,0.14
721,24.85,0.03
722,53.14,0.06
723,1148.79,0.78
724,27.80,0.04
725,21.46,0.03
726,824.12,0.37
727,4.24,0.01
728,199.28,0.25
729,2995.99,0.84
730,9.03,0.01
731,122.91,0.14
732,132.02,0.15
733,4.24,0.01
734,28.74,0.04
735,0.89,0.00
736,290.85,0.32
737,176.73,0.21
738,9.42,0.01
739,5.95,0.01
740,170.40,0.19
741,15.16,0.01
742,357.96,0.28
743,11.21,0.01
744,66.68,0.09
745,9.02,0.01
746,84.29,0.11
747,239.30,0.28
748,72.92,0.08
749,204.04,0.13
750,162.15,0.20
751,286.68,0.21
